is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_14_优质有限公司,外资,2019,AAA,0.1042,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",39211986.0,26108241.0,6478761,13103745,B,2391195,1791673,439987,3,30607772,2911125,100%,0,0,0,否,18094545,2220852,未命中,未命中,未命中,正常,488827,100733,194766,否,否,餐饮业,深圳分行
True,是,测试企业_15_风险有限公司,国有,2019,C,0.5007,是,贷后检查：企业涉及诉讼，已冻结部分账户。,48524231.0,45981259.0,1303187,2542972,C,11102,-492371,2885,10,43751250,3736923,64%,2,9,357768,是,8242163,7664715,未命中,命中,命中,高风险,54140,45630,46756,是,是,餐饮业,成都分行
False,否,测试企业_16_优质有限公司,合资,2012,AA,0.1991,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",17968069.0,11408294.0,3270795,6559775,B,4177910,314149,245401,2,35253543,2381733,100%,0,0,0,否,1596948,548658,未命中,未命中,未命中,正常,50666,6357,19284,否,否,餐饮业,成都分行
False,否,测试企业_17_优质有限公司,合资,2021,A,0.1811,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",26664808.0,16004778.0,5423445,10660030,A,9108537,1021149,349235,2,12368587,1746111,100%,0,0,0,否,14218957,1527642,未命中,未命中,未命中,正常,284673,79383,129768,否,否,批发零售,深圳分行
False,否,测试企业_18_优质有限公司,国有,2010,AA,0.1539,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",42053388.0,31962638.0,5076938,10090750,B,3466620,900327,292325,2,17597993,2770896,100%,0,0,0,否,9290549,933500,未命中,未命中,未命中,正常,376659,50399,158543,否,否,批发零售,北京分行
False,否,测试企业_19_优质有限公司,民营,2017,AAA,0.1004,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",15603701.0,13665956.0,953602,1937745,B,1047762,867766,496617,1,30027944,3149425,100%,0,0,0,否,3823689,1390020,未命中,未命中,未命中,正常,125795,56027,20364,否,否,建筑业,北京分行
True,是,测试企业_20_风险有限公司,民营,2016,C,0.6083,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",36075218.0,51140177.0,-7578666,-15064959,D,22726,-456408,3536,6,22869780,3032553,61%,4,10,848266,是,3296671,3182209,命中,命中,命中,高风险,353314,309318,325085,否,是,计算机服务业,广州分行
False,否,测试企业_21_优质有限公司,民营,2010,AAA,0.1844,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",41138422.0,35701383.0,2727097,5437039,A,3365364,903833,115081,2,18563368,1523501,100%,0,0,0,否,2686348,780839,未命中,未命中,未命中,正常,265682,42422,109108,否,否,交通运输,深圳分行
False,否,测试企业_22_优质有限公司,合资,2022,AAA,0.1831,否,贷后检查：企业订单量稳定，现金流充裕。,41583319.0,30159277.0,5648452,11424042,B,4912202,1566626,482776,4,48619302,1328655,100%,0,0,0,否,14548191,4010877,未命中,未命中,未命中,正常,285686,71208,138363,否,否,交通运输,北京分行
False,否,测试企业_23_优质有限公司,外资,2010,AAA,0.1815,否,贷后检查：企业订单量稳定，现金流充裕。,12179413.0,9679608.0,1322870,2499805,B,5620989,727714,322791,1,46406300,1595443,100%,0,0,0,否,5128301,1088656,未命中,未命中,未命中,正常,276673,72717,101496,否,否,计算机服务业,北京分行
False,否,测试企业_24_优质有限公司,合资,2014,AA,0.1013,否,贷后检查：企业近期经营正常，无异常风险信号。,3749285.0,2389389.0,633616,1359896,A,9895345,1786615,115705,3,44089448,4187890,100%,0,0,0,否,10229628,1076488,未命中,未命中,未命中,正常,110811,47464,42957,否,否,建筑业,上海分行
False,否,测试企业_25_优质有限公司,外资,2010,AAA,0.0694,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",22509262.0,17744683.0,2468384,4764579,A,3348530,131337,344767,1,29568040,2582485,100%,0,0,0,否,18312108,3324015,未命中,未命中,未命中,正常,264687,57628,32977,否,否,制造业,成都分行
False,否,测试企业_26_优质有限公司,民营,2021,AA,0.1593,否,贷后检查：企业订单量稳定，现金流充裕。,19942168.0,14793331.0,2588839,5148837,B,9212009,1289894,315574,2,15939413,3099804,100%,0,0,0,否,12602719,4467551,未命中,未命中,未命中,正常,468169,231567,206006,否,否,餐饮业,深圳分行
False,否,测试企业_27_优质有限公司,国有,2018,AAA,0.0349,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",49026269.0,42576949.0,3281270,6449320,B,6585692,668765,267974,2,31200710,3635420,100%,0,0,0,否,10404526,2534671,未命中,未命中,未命中,正常,224737,31487,48503,否,否,批发零售,深圳分行
True,是,测试企业_28_风险有限公司,外资,2012,C,0.6699,是,贷后检查：企业库存积压，销售回款放缓。,46311807.0,63382922.0,-8438961,-17071115,C,42487,-373084,280,5,43754155,3429134,71%,4,10,745978,是,19762678,16939249,命中,未命中,未命中,高风险,85604,82009,83042,否,是,计算机服务业,广州分行
False,否,测试企业_29_优质有限公司,合资,2012,A,0.0462,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",33258457.0,28749616.0,2181182,4508841,A,4833758,1469921,51374,3,7508104,3305981,100%,0,0,0,否,9699440,1346287,未命中,未命中,未命中,正常,460973,124543,123578,否,否,批发零售,深圳分行
False,否,测试企业_30_优质有限公司,国有,2021,AA,0.1832,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",29446236.0,25010538.0,2230644,4435698,B,6396830,522786,261723,3,40451361,4992690,100%,0,0,0,否,7687607,2105846,未命中,未命中,未命中,正常,366598,139488,106723,否,否,建筑业,深圳分行
False,否,测试企业_31_优质有限公司,国有,2011,AAA,0.0184,否,贷后检查：企业订单量稳定，现金流充裕。,24167243.0,17786013.0,3264588,6381230,B,5326264,1355176,219702,4,40953399,2576953,100%,0,0,0,否,18913801,7171123,未命中,未命中,未命中,正常,294236,32428,110089,否,否,交通运输,广州分行
False,否,测试企业_32_优质有限公司,民营,2017,AAA,0.0957,否,贷后检查：企业订单量稳定，现金流充裕。,25284334.0,15301808.0,5089451,9982526,A,8693886,308017,413373,2,17752718,4157740,100%,0,0,0,否,11587177,3148733,未命中,未命中,未命中,正常,298064,81294,70838,否,否,批发零售,深圳分行
False,否,测试企业_33_优质有限公司,国有,2021,A,0.0973,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",18794870.0,11834653.0,3550781,6960217,B,5882852,512679,321696,2,48569037,2736551,100%,0,0,0,否,7468932,969509,未命中,未命中,未命中,正常,112959,35163,27168,否,否,计算机服务业,深圳分行
False,否,测试企业_34_优质有限公司,外资,2017,A,0.1724,否,贷后检查：企业近期经营正常，无异常风险信号。,43670261.0,30579092.0,6611480,13091169,B,5243460,1820149,296971,1,31228334,2885719,100%,0,0,0,否,17443514,3542125,未命中,未命中,未命中,正常,453735,207083,120156,否,否,制造业,深圳分行
False,否,测试企业_35_优质有限公司,合资,2022,AAA,0.1786,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",19716105.0,15036236.0,2340064,4679869,B,6503205,226539,170475,1,45297036,3693973,100%,0,0,0,否,8729613,2056350,未命中,未命中,未命中,正常,281298,117169,127363,否,否,建筑业,深圳分行
False,否,测试企业_36_优质有限公司,国有,2021,AA,0.1503,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",6210343.0,5484536.0,267062,725807,A,6698805,848723,429690,2,7088465,1165030,100%,0,0,0,否,16540258,3010023,未命中,未命中,未命中,正常,164527,40422,17191,否,否,制造业,成都分行
False,否,测试企业_37_优质有限公司,合资,2013,AAA,0.0577,否,贷后检查：企业近期经营正常，无异常风险信号。,14297895.0,9624110.0,2250266,4673785,A,1461852,280041,62328,1,49742601,2681389,100%,0,0,0,否,14106977,4645961,未命中,未命中,未命中,正常,312403,38085,38391,否,否,批发零售,深圳分行
True,是,测试企业_38_风险有限公司,外资,2016,C,0.5522,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。",37262203.0,43893664.0,-3293670,-6631461,D,38174,-68585,1556,7,44181593,1463905,70%,5,8,263482,是,15518425,14652438,未命中,命中,命中,高风险,470388,454856,377700,否,否,交通运输,北京分行
False,否,测试企业_39_优质有限公司,外资,2011,A,0.1405,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",43034825.0,28041092.0,7419739,14993733,B,4851336,1655822,461805,2,26072085,998657,100%,0,0,0,否,1055644,272461,未命中,未命中,未命中,正常,153288,56322,24201,否,否,交通运输,深圳分行
False,否,测试企业_40_优质有限公司,民营,2017,AAA,0.0924,否,贷后检查：企业近期经营正常，无异常风险信号。,24193569.0,16449501.0,3924946,7744068,B,1799275,1652698,272445,1,22976675,1097482,100%,0,0,0,否,13370362,1542890,未命中,未命中,未命中,正常,100880,41248,10779,否,否,制造业,北京分行
False,否,测试企业_41_优质有限公司,国有,2020,AA,0.1979,否,贷后检查：企业订单量稳定，现金流充裕。,45591329.0,30971375.0,7385807,14619954,A,2563510,1754446,460036,4,29749442,2797572,100%,0,0,0,否,16559225,2519618,未命中,未命中,未命中,正常,112101,29012,40581,否,否,建筑业,广州分行
False,否,测试企业_42_优质有限公司,民营,2010,A,0.1254,否,贷后检查：企业订单量稳定，现金流充裕。,20849289.0,15376364.0,2808888,5472925,B,8631889,1649522,53951,1,33596060,4506848,100%,0,0,0,否,18634251,7099789,未命中,未命中,未命中,正常,373468,86515,91509,否,否,建筑业,上海分行
False,否,测试企业_43_优质有限公司,国有,2022,AAA,0.0483,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",11771793.0,10472745.0,673237,1299048,A,8960728,915150,317648,4,40135142,1008276,100%,0,0,0,否,13621390,3732466,未命中,未命中,未命中,正常,89210,35779,40336,否,否,交通运输,北京分行
True,是,测试企业_44_风险有限公司,民营,2010,CC,0.6687,是,贷后检查：企业库存积压，销售回款放缓。,16669254.0,18978834.0,-1065884,-2309580,D,29914,-172675,2973,8,24097617,4978665,77%,2,9,332400,是,12076619,11039100,命中,命中,命中,高风险,450551,436268,416740,否,是,批发零售,北京分行
False,否,测试企业_45_优质有限公司,民营,2019,A,0.1678,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",30385811.0,25480701.0,2504474,4905110,B,4007891,1133583,375425,1,37968263,2733153,100%,0,0,0,否,17025844,6471709,未命中,未命中,未命中,正常,170997,77938,35869,否,否,批发零售,广州分行
False,否,测试企业_46_优质有限公司,国有,2012,A,0.1966,否,贷后检查：企业订单量稳定，现金流充裕。,41698003.0,36264378.0,2771301,5433625,B,1683316,1958494,201794,2,20788893,613506,100%,0,0,0,否,2499136,570848,未命中,未命中,未命中,正常,267485,67616,127111,否,否,制造业,成都分行
False,否,测试企业_47_优质有限公司,外资,2016,A,0.1052,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",47592982.0,42001877.0,2809450,5591105,B,6568224,248029,398196,4,10697800,1786492,100%,0,0,0,否,1688530,379662,未命中,未命中,未命中,正常,262435,79848,45323,否,否,批发零售,北京分行
True,是,测试企业_48_风险有限公司,国有,2015,CC,0.5962,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",3536921.0,4435285.0,-443119,-898364,D,5957,-411113,1848,8,10322923,1198482,79%,3,9,923155,是,4960274,4633490,命中,命中,未命中,高风险,136440,112501,127631,是,是,计算机服务业,北京分行
False,否,测试企业_49_优质有限公司,民营,2017,A,0.1509,否,贷后检查：企业近期经营正常，无异常风险信号。,32206120.0,22508330.0,4889289,9697790,B,4773565,862566,309976,2,34757753,3122987,100%,0,0,0,否,13092235,4482513,未命中,未命中,未命中,正常,172319,45073,68848,否,否,交通运输,深圳分行
False,否,测试企业_50_优质有限公司,国有,2016,AA,0.1021,否,贷后检查：企业订单量稳定，现金流充裕。,46556784.0,33679501.0,6457238,12877283,A,1035125,1644042,68689,3,9915137,1713977,100%,0,0,0,否,9820457,1459542,未命中,未命中,未命中,正常,199381,90575,34060,否,否,计算机服务业,北京分行
False,否,测试企业_51_优质有限公司,民营,2012,AA,0.1232,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",25409292.0,16317824.0,4546803,9091468,A,3722440,1059044,62317,4,28372425,3231574,100%,0,0,0,否,12889053,2589350,未命中,未命中,未命中,正常,133080,59573,17675,否,否,交通运输,成都分行
True,是,测试企业_52_风险有限公司,民营,2012,C,0.7675,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。",11950020.0,13307358.0,-625376,-1357338,D,29394,-28124,4112,10,8269638,3009351,68%,5,3,608761,是,18558871,15142693,命中,命中,命中,高风险,472765,403948,447633,否,否,制造业,广州分行
False,否,测试企业_53_优质有限公司,民营,2012,AA,0.0746,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",25488544.0,21174684.0,2146247,4313860,B,5800648,611427,398372,1,26957624,3547808,100%,0,0,0,否,5204006,526330,未命中,未命中,未命中,正常,262728,82602,86397,否,否,餐饮业,成都分行
False,否,测试企业_54_优质有限公司,合资,2022,AA,0.0151,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",21400208.0,12999596.0,4244083,8400612,A,5946413,212267,93191,1,43342196,3202453,100%,0,0,0,否,12463640,4121639,未命中,未命中,未命中,正常,68228,22247,25333,否,否,建筑业,深圳分行
False,否,测试企业_55_优质有限公司,民营,2016,AA,0.1615,否,贷后检查：企业订单量稳定，现金流充裕。,15051667.0,9850231.0,2506162,5201436,A,8261430,455078,115898,3,40839698,1457918,100%,0,0,0,否,18188900,2703159,未命中,未命中,未命中,正常,434178,129515,58043,否,否,批发零售,北京分行
False,否,测试企业_56_优质有限公司,外资,2018,AAA,0.1234,否,贷后检查：企业订单量稳定，现金流充裕。,41776743.0,28670534.0,6628445,13106209,B,2169754,597616,204723,4,44110857,2587221,100%,0,0,0,否,11566681,2722734,未命中,未命中,未命中,正常,388704,72315,83661,否,否,餐饮业,上海分行
False,否,测试企业_57_优质有限公司,合资,2018,A,0.1967,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",16953615.0,10667318.0,3045441,6286297,B,6461422,350341,169042,3,47021226,3382623,100%,0,0,0,否,17813784,3855876,未命中,未命中,未命中,正常,170140,34989,76613,否,否,建筑业,成都分行
True,是,测试企业_58_风险有限公司,外资,2010,C,0.6306,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",22821056.0,26105372.0,-1614786,-3284316,D,1101,-371149,2875,9,11175255,3922487,63%,1,8,910720,是,19238261,18699712,命中,命中,命中,高风险,368441,332461,318889,是,是,制造业,北京分行
False,否,测试企业_59_优质有限公司,国有,2015,AA,0.038,否,贷后检查：企业订单量稳定，现金流充裕。,2661807.0,1905527.0,390716,756280,B,6317187,1026490,94672,1,47883308,1586476,100%,0,0,0,否,1787201,611808,未命中,未命中,未命中,正常,380443,188426,134769,否,否,建筑业,深圳分行
False,否,测试企业_60_优质有限公司,民营,2015,AA,0.1709,否,贷后检查：企业订单量稳定，现金流充裕。,5636202.0,4991262.0,360317,644940,B,3943521,1043398,345121,4,49255156,1108135,100%,0,0,0,否,10286715,1405276,未命中,未命中,未命中,正常,213433,54034,25329,否,否,批发零售,深圳分行
False,否,测试企业_61_优质有限公司,外资,2013,AAA,0.1396,否,贷后检查：企业订单量稳定，现金流充裕。,29258328.0,22383040.0,3434953,6875288,B,2996103,1052559,311288,3,32326538,511513,100%,0,0,0,否,17490225,2873353,未命中,未命中,未命中,正常,259446,87423,119027,否,否,制造业,成都分行
True,是,测试企业_62_风险有限公司,民营,2014,CC,0.5814,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业库存积压，销售回款放缓。",44784482.0,63586356.0,-9451199,-18801874,C,6828,-11501,572,5,46456473,4683677,62%,3,9,711803,是,14928947,12207773,命中,命中,未命中,高风险,407394,338625,357171,是,是,批发零售,深圳分行
True,是,测试企业_63_风险有限公司,国有,2017,C,0.8012,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。",25612569.0,31737019.0,-2983024,-6124450,D,5494,-431946,4079,8,28518667,2954964,64%,4,10,105592,是,1795465,1651370,命中,命中,命中,高风险,436845,400362,383615,是,否,批发零售,上海分行
False,否,测试企业_64_优质有限公司,国有,2018,AAA,0.1766,否,贷后检查：企业订单量稳定，现金流充裕。,28549948.0,21135167.0,3750379,7414781,B,1323159,1923747,145575,4,30747844,4427427,100%,0,0,0,否,6058817,1627962,未命中,未命中,未命中,正常,240447,67007,49316,否,否,制造业,广州分行
False,否,测试企业_65_优质有限公司,外资,2017,A,0.0373,否,贷后检查：企业订单量稳定，现金流充裕。,37243793.0,31373195.0,2980545,5870598,A,5123912,865905,428929,4,45599943,4590219,100%,0,0,0,否,8164604,1662712,未命中,未命中,未命中,正常,104874,15290,39592,否,否,批发零售,北京分行
False,否,测试企业_66_优质有限公司,外资,2014,AA,0.1779,否,贷后检查：企业订单量稳定，现金流充裕。,41591460.0,31869430.0,4888334,9722030,A,3679104,1502526,68364,1,41707754,4868953,100%,0,0,0,否,3864638,1101044,未命中,未命中,未命中,正常,227425,109078,56804,否,否,批发零售,深圳分行
False,否,测试企业_67_优质有限公司,外资,2010,A,0.0498,否,贷后检查：企业近期经营正常，无异常风险信号。,24015623.0,18659623.0,2723667,5356000,B,5170068,822899,436498,4,32571610,793920,100%,0,0,0,否,14059172,3081931,未命中,未命中,未命中,正常,119966,15463,17787,否,否,交通运输,深圳分行
False,否,测试企业_68_优质有限公司,民营,2016,AA,0.1138,否,贷后检查：企业订单量稳定，现金流充裕。,28085280.0,18781904.0,4594400,9303376,B,4913343,716862,60895,3,31293535,2083019,100%,0,0,0,否,12949432,2966545,未命中,未命中,未命中,正常,497400,127575,82104,否,否,建筑业,上海分行
False,否,测试企业_69_优质有限公司,合资,2021,AAA,0.0162,否,贷后检查：企业订单量稳定，现金流充裕。,47729718.0,31265173.0,8262242,16464545,B,6158604,1667773,201724,2,37623370,1253125,100%,0,0,0,否,10414306,2558468,未命中,未命中,未命中,正常,73142,12171,17362,否,否,餐饮业,上海分行
False,否,测试企业_70_优质有限公司,民营,2010,A,0.0273,否,贷后检查：企业订单量稳定，现金流充裕。,3702032.0,2293936.0,661974,1408096,A,7294724,241075,444497,2,48866956,791700,100%,0,0,0,否,5491667,2056221,未命中,未命中,未命中,正常,123117,20486,61309,否,否,餐饮业,上海分行
True,是,测试企业_71_风险有限公司,国有,2015,B,0.6734,是,贷后检查：企业实际控制人失联，风险陡增。,5288850.0,7504946.0,-1048509,-2216096,D,38865,-483852,638,6,26683071,2493189,62%,5,3,130251,是,11600708,11574659,命中,命中,命中,高风险,235990,190953,207457,否,否,计算机服务业,深圳分行
True,是,测试企业_72_风险有限公司,合资,2020,B,0.5894,是,贷后检查：企业实际控制人失联，风险陡增。,16435258.0,15072469.0,680515,1362789,C,7947,-240655,4130,5,43163036,4842824,71%,5,5,941787,是,4323253,3514824,未命中,命中,命中,高风险,165352,141917,141782,否,是,制造业,成都分行
False,否,测试企业_73_优质有限公司,合资,2018,AA,0.1615,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",27401955.0,16474855.0,5496190,10927100,A,9061072,1530199,459042,2,41224261,1121999,100%,0,0,0,否,2154931,546278,未命中,未命中,未命中,正常,65153,11030,16807,否,否,餐饮业,上海分行
False,否,测试企业_74_优质有限公司,合资,2018,AA,0.1877,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",21409738.0,15906928.0,2769606,5502810,B,6575091,490011,357627,4,29661453,4815867,100%,0,0,0,否,15061252,2095667,未命中,未命中,未命中,正常,337077,97138,101550,否,否,制造业,成都分行
False,否,测试企业_75_优质有限公司,国有,2017,AA,0.1666,否,贷后检查：企业订单量稳定，现金流充裕。,43148718.0,34374995.0,4313917,8773723,A,5087891,190252,124657,3,31896360,2677737,100%,0,0,0,否,17420975,2898121,未命中,未命中,未命中,正常,166261,35307,34349,否,否,餐饮业,深圳分行
False,否,测试企业_76_优质有限公司,合资,2012,AAA,0.1373,否,贷后检查：企业近期经营正常，无异常风险信号。,30508021.0,22688120.0,3956892,7819901,A,1089986,1573463,259187,1,47506880,718513,100%,0,0,0,否,9142803,1629822,未命中,未命中,未命中,正常,185545,38686,50527,否,否,批发零售,上海分行
True,是,测试企业_77_风险有限公司,国有,2019,B,0.5366,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",37748013.0,54228700.0,-8315963,-16480687,C,20381,-485137,480,7,48464460,3577870,57%,4,6,720518,是,19388748,17276973,命中,命中,命中,高风险,362048,338672,303201,是,是,计算机服务业,北京分行
