is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_10_优质有限公司,民营,2016,AAA,0.1401,否,贷后检查：企业订单量稳定，现金流充裕。,26338315.0,22495289.0,1970174,3843026,B,9364394,527112,337247,1,22360769,2252220,100%,0,0,0,否,3955763,1436978,未命中,未命中,未命中,正常,148550,72189,16662,否,否,批发零售,上海分行
False,否,测试企业_11_优质有限公司,合资,2010,AA,0.0824,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",4317022.0,2769173.0,748770,1547849,B,1781927,1884598,171264,1,6271219,3621804,100%,0,0,0,否,12067863,2005915,未命中,未命中,未命中,正常,356765,138838,171658,否,否,建筑业,北京分行
False,否,测试企业_12_优质有限公司,合资,2021,A,0.0458,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",36336276.0,25115980.0,5635338,11220296,B,6423648,1506279,226062,4,29650180,3322635,100%,0,0,0,否,1155876,234500,未命中,未命中,未命中,正常,477509,179993,183944,否,否,餐饮业,北京分行
True,是,测试企业_13_风险有限公司,合资,2010,CC,0.7945,是,贷后检查：企业涉及诉讼，已冻结部分账户。,8246777.0,7833433.0,183318,413344,D,29054,-145301,3050,8,28514171,2303704,73%,3,8,521690,是,6937776,5638687,命中,未命中,命中,高风险,213632,181098,177505,是,是,餐饮业,广州分行
False,否,测试企业_14_优质有限公司,外资,2022,A,0.154,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",22968385.0,16521894.0,3276200,6446491,B,7105284,343322,317013,1,33955430,1437881,100%,0,0,0,否,6677473,1918851,未命中,未命中,未命中,正常,367679,126865,153229,否,否,交通运输,成都分行
True,是,测试企业_15_风险有限公司,国有,2019,B,0.8991,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",33159633.0,35383946.0,-1151115,-2224313,D,43868,-183121,3764,7,27444542,3175421,71%,2,8,895126,是,18407613,16299387,命中,命中,命中,高风险,388661,359079,358352,是,是,批发零售,广州分行
False,否,测试企业_16_优质有限公司,国有,2016,AAA,0.0579,否,贷后检查：企业近期经营正常，无异常风险信号。,49999311.0,42078778.0,3962645,7920533,B,1273843,1783206,172647,1,13174551,1169027,100%,0,0,0,否,16792032,5979252,未命中,未命中,未命中,正常,152626,75770,52073,否,否,交通运输,北京分行
True,是,测试企业_17_风险有限公司,合资,2012,C,0.7228,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业涉及诉讼，已冻结部分账户。",10634209.0,12377575.0,-849910,-1743366,D,35217,-80867,1758,8,15098439,3811110,79%,4,3,565856,是,17783356,16407022,命中,命中,命中,高风险,326639,292237,310143,是,否,餐饮业,深圳分行
True,是,测试企业_18_风险有限公司,国有,2011,CC,0.5867,是,贷后检查：企业存在延迟付息情况，需关注。,3535956.0,3266812.0,198779,269144,D,48165,-297033,538,7,26078231,3608857,50%,4,5,755206,是,12753729,12467464,命中,未命中,未命中,高风险,417491,394855,359288,否,是,交通运输,成都分行
True,是,测试企业_19_风险有限公司,国有,2017,C,0.6622,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。",14594615.0,19897549.0,-2628098,-5302934,C,48609,-364015,650,9,23293160,3863995,64%,2,9,244244,是,13171770,11310306,未命中,命中,命中,高风险,346861,325236,278035,否,是,批发零售,北京分行
True,是,测试企业_20_风险有限公司,外资,2020,CC,0.7644,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",6373628.0,6541839.0,-87807,-168211,C,12256,-419458,1615,5,29846543,2400684,54%,2,7,428913,是,10466355,9171637,命中,命中,命中,高风险,261762,230269,227364,是,否,建筑业,广州分行
False,否,测试企业_21_优质有限公司,国有,2021,AAA,0.1021,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",37181962.0,23863604.0,6653673,13318358,A,6246214,1457483,384960,1,6902952,675058,100%,0,0,0,否,3134923,1195701,未命中,未命中,未命中,正常,362030,131895,79421,否,否,建筑业,广州分行
False,否,测试企业_22_优质有限公司,民营,2014,AAA,0.1456,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",14834989.0,9634891.0,2586556,5200098,A,5177448,1420182,79830,1,22881586,4982799,100%,0,0,0,否,15604140,2357031,未命中,未命中,未命中,正常,415368,183095,89496,否,否,计算机服务业,北京分行
False,否,测试企业_23_优质有限公司,外资,2010,AA,0.0134,否,贷后检查：企业订单量稳定，现金流充裕。,19146337.0,13980177.0,2502950,5166160,A,3366478,1438635,117431,1,47560032,4919121,100%,0,0,0,否,16316910,5963027,未命中,未命中,未命中,正常,230015,29503,25657,否,否,制造业,深圳分行
False,否,测试企业_24_优质有限公司,外资,2017,AA,0.1953,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",39345314.0,27909952.0,5698264,11435362,B,6874452,1121708,321697,2,28895923,1384087,100%,0,0,0,否,4958150,1524629,未命中,未命中,未命中,正常,388796,134506,106244,否,否,制造业,成都分行
False,否,测试企业_25_优质有限公司,民营,2019,AAA,0.0792,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",48774859.0,30109046.0,9310060,18665813,A,4981663,977537,415709,1,28640994,2500756,100%,0,0,0,否,12446673,1981416,未命中,未命中,未命中,正常,397716,139861,158802,否,否,建筑业,成都分行
False,否,测试企业_26_优质有限公司,外资,2020,A,0.1516,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",43097725.0,31522231.0,5868225,11575494,B,8438705,599916,115000,3,35344163,4777762,100%,0,0,0,否,13382535,3234364,未命中,未命中,未命中,正常,272529,87758,89845,否,否,制造业,上海分行
False,否,测试企业_27_优质有限公司,民营,2017,AAA,0.1164,否,贷后检查：企业近期经营正常，无异常风险信号。,33281822.0,24621587.0,4270423,8660235,B,4588796,553072,237489,4,25214559,1934793,100%,0,0,0,否,8606488,2004774,未命中,未命中,未命中,正常,478162,83347,134253,否,否,制造业,上海分行
False,否,测试企业_28_优质有限公司,国有,2021,A,0.1741,否,贷后检查：企业订单量稳定，现金流充裕。,34844295.0,22563705.0,6175355,12280590,A,3549193,1065600,433769,3,10968136,3822738,100%,0,0,0,否,7875192,2219361,未命中,未命中,未命中,正常,452032,137163,147056,否,否,建筑业,上海分行
False,否,测试企业_29_优质有限公司,外资,2016,A,0.0737,否,贷后检查：企业近期经营正常，无异常风险信号。,1620535.0,1346869.0,73343,273666,B,9530242,1432582,159568,4,17847139,716108,100%,0,0,0,否,10070250,3556135,未命中,未命中,未命中,正常,436458,181463,108972,否,否,建筑业,成都分行
True,是,测试企业_30_风险有限公司,合资,2011,C,0.7677,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。",37423563.0,54475583.0,-8493826,-17052020,D,44497,-48012,1388,7,12773066,1214009,50%,5,6,799723,是,13281803,11767250,命中,未命中,命中,高风险,107263,87719,89948,是,是,建筑业,深圳分行
False,否,测试企业_31_优质有限公司,外资,2010,AAA,0.0782,否,贷后检查：企业订单量稳定，现金流充裕。,28061587.0,20609345.0,3768538,7452242,B,1917073,1653138,267176,1,15059118,2182570,100%,0,0,0,否,18048183,5059703,未命中,未命中,未命中,正常,367412,43679,141240,否,否,餐饮业,北京分行
True,是,测试企业_32_风险有限公司,合资,2018,C,0.8693,是,贷后检查：企业存在延迟付息情况，需关注。,19757743.0,20806006.0,-433992,-1048263,D,12472,-394967,3222,9,36318022,2563186,77%,3,3,820587,是,2299494,2264711,未命中,未命中,命中,高风险,437360,423374,374655,否,否,餐饮业,上海分行
False,否,测试企业_33_优质有限公司,外资,2017,A,0.191,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",14942552.0,11037786.0,1957948,3904766,A,4982541,945903,79585,4,44251841,2804418,100%,0,0,0,否,2359416,668253,未命中,未命中,未命中,正常,255510,72325,118522,否,否,餐饮业,广州分行
False,否,测试企业_34_优质有限公司,民营,2010,AAA,0.0324,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",48268183.0,30973932.0,8576766,17294251,B,2218894,1159475,288385,1,13515093,3509452,100%,0,0,0,否,6756188,1644816,未命中,未命中,未命中,正常,300979,97426,137853,否,否,建筑业,成都分行
True,是,测试企业_35_风险有限公司,民营,2017,C,0.8828,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",14023621.0,14031119.0,9373,-7498,D,27763,-468976,1151,7,36438412,3648937,64%,4,7,310658,是,10884761,10598229,命中,未命中,命中,高风险,212813,204685,177377,是,是,建筑业,上海分行
False,否,测试企业_36_优质有限公司,民营,2016,A,0.0596,否,贷后检查：企业近期经营正常，无异常风险信号。,26510306.0,17224337.0,4642233,9285969,A,4330257,1291183,309548,3,47255057,2577904,100%,0,0,0,否,19030097,4642403,未命中,未命中,未命中,正常,266503,93955,100150,否,否,批发零售,广州分行
True,是,测试企业_37_风险有限公司,国有,2021,C,0.5869,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业实际控制人失联，风险陡增。",32676002.0,32361241.0,146885,314761,D,39445,-267040,2257,10,34020446,781321,64%,3,5,849889,是,19083934,18242780,命中,命中,未命中,高风险,113355,104937,91244,是,是,建筑业,北京分行
False,否,测试企业_38_优质有限公司,外资,2016,AAA,0.0798,否,贷后检查：企业近期经营正常，无异常风险信号。,10988485.0,7281465.0,1934859,3707020,B,8153024,1751772,314063,2,17116265,2508316,100%,0,0,0,否,7555961,2745302,未命中,未命中,未命中,正常,303346,88933,60270,否,否,建筑业,北京分行
False,否,测试企业_39_优质有限公司,国有,2019,A,0.1183,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",38449479.0,26579075.0,5904650,11870404,A,9160605,985666,404888,4,21147725,2807783,100%,0,0,0,否,7560765,1488846,未命中,未命中,未命中,正常,72196,11866,28880,否,否,餐饮业,深圳分行
False,否,测试企业_40_优质有限公司,外资,2019,AA,0.1343,否,贷后检查：企业近期经营正常，无异常风险信号。,29321747.0,22839047.0,3284330,6482700,B,4063311,1001615,465422,3,45352761,1388255,100%,0,0,0,否,3944575,1222353,未命中,未命中,未命中,正常,272776,98408,51521,否,否,建筑业,成都分行
False,否,测试企业_41_优质有限公司,合资,2020,AAA,0.0668,否,贷后检查：企业订单量稳定，现金流充裕。,42992690.0,27684727.0,7677060,15307963,B,4849674,1958866,433661,2,22167771,3565907,100%,0,0,0,否,7715633,977157,未命中,未命中,未命中,正常,181852,42848,70622,否,否,计算机服务业,成都分行
True,是,测试企业_42_风险有限公司,外资,2021,CC,0.8043,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业实际控制人失联，风险陡增。",43328236.0,61688918.0,-9254419,-18360682,D,42238,-233092,1683,5,22030638,4259601,59%,4,9,867000,是,10377024,9501164,命中,未命中,命中,高风险,92067,81360,87346,否,是,计算机服务业,成都分行
False,否,测试企业_43_优质有限公司,外资,2017,AA,0.1567,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",30686885.0,23177897.0,3819478,7508988,A,5179823,762130,321126,3,26545805,2963271,100%,0,0,0,否,7603639,1061167,未命中,未命中,未命中,正常,85018,18200,25251,否,否,批发零售,成都分行
False,否,测试企业_44_优质有限公司,外资,2017,AA,0.0429,否,贷后检查：企业近期经营正常，无异常风险信号。,32083004.0,23654755.0,4243421,8428249,A,5923371,1797745,396445,4,34104553,507976,100%,0,0,0,否,1831137,591766,未命中,未命中,未命中,正常,142190,41273,33120,否,否,交通运输,广州分行
False,否,测试企业_45_优质有限公司,民营,2013,AA,0.1147,否,贷后检查：企业近期经营正常，无异常风险信号。,12153184.0,9439603.0,1282110,2713581,B,2853193,1290026,230207,3,16806267,2029757,100%,0,0,0,否,5608208,826965,未命中,未命中,未命中,正常,497141,241910,174237,否,否,批发零售,成都分行
False,否,测试企业_46_优质有限公司,国有,2019,A,0.0168,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",6010578.0,5313843.0,396285,696735,A,1695741,502236,68558,1,18641906,1534564,100%,0,0,0,否,12385067,4951845,未命中,未命中,未命中,正常,307522,84949,51231,否,否,计算机服务业,成都分行
False,否,测试企业_47_优质有限公司,外资,2015,AAA,0.1891,否,贷后检查：企业近期经营正常，无异常风险信号。,32658924.0,27608772.0,2593864,5050152,A,5892606,839540,316041,2,28340849,2311146,100%,0,0,0,否,7338521,1213332,未命中,未命中,未命中,正常,458784,168035,156845,否,否,建筑业,广州分行
True,是,测试企业_48_风险有限公司,国有,2021,B,0.806,是,贷后检查：企业实际控制人失联，风险陡增。,2647547.0,2986353.0,-149054,-338806,D,31512,-352092,2841,8,6542181,2543572,61%,5,9,819087,是,15595398,15115379,命中,未命中,未命中,高风险,201307,197696,166565,是,是,计算机服务业,深圳分行
False,否,测试企业_49_优质有限公司,外资,2012,AA,0.0828,否,贷后检查：企业近期经营正常，无异常风险信号。,24800998.0,19529026.0,2682549,5271972,B,4390904,1988130,279628,3,11771322,1439195,100%,0,0,0,否,3415674,1365981,未命中,未命中,未命中,正常,239709,61641,94915,否,否,餐饮业,深圳分行
True,是,测试企业_50_风险有限公司,国有,2013,C,0.6942,是,贷后检查：企业库存积压，销售回款放缓。,34780873.0,51887536.0,-8471589,-17106663,C,46180,-158487,1765,6,16385122,4466738,68%,2,9,975109,是,5144499,4367235,命中,命中,未命中,高风险,453050,437774,384490,是,否,餐饮业,深圳分行
False,否,测试企业_51_优质有限公司,合资,2020,A,0.0916,否,贷后检查：企业订单量稳定，现金流充裕。,10017873.0,7617570.0,1245747,2400303,B,6834510,1688215,222484,3,34560112,4519096,100%,0,0,0,否,14467718,5167590,未命中,未命中,未命中,正常,170608,53088,45131,否,否,交通运输,广州分行
False,否,测试企业_52_优质有限公司,民营,2010,AA,0.0451,否,贷后检查：企业订单量稳定，现金流充裕。,8837056.0,7387378.0,632000,1449678,A,1993484,189818,236049,3,12922392,2367988,100%,0,0,0,否,8112162,2372994,未命中,未命中,未命中,正常,274531,123621,69770,否,否,建筑业,北京分行
False,否,测试企业_53_优质有限公司,国有,2010,AA,0.0874,否,贷后检查：企业近期经营正常，无异常风险信号。,36036260.0,29633554.0,3209641,6402706,B,1464474,744468,373500,1,19058741,1203393,100%,0,0,0,否,12850690,1485985,未命中,未命中,未命中,正常,330310,70306,53435,否,否,批发零售,北京分行
False,否,测试企业_54_优质有限公司,外资,2014,AAA,0.1195,否,贷后检查：企业近期经营正常，无异常风险信号。,39339997.0,26352120.0,6592161,12987877,A,8123241,175321,351273,2,15463089,4642606,100%,0,0,0,否,2049070,685284,未命中,未命中,未命中,正常,486142,104460,84166,否,否,交通运输,深圳分行
False,否,测试企业_55_优质有限公司,民营,2022,A,0.1519,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",15582407.0,10160624.0,2753257,5421783,B,9662806,224640,486566,4,16444745,2053729,100%,0,0,0,否,14479861,2959553,未命中,未命中,未命中,正常,472833,104100,234302,否,否,餐饮业,上海分行
False,否,测试企业_56_优质有限公司,合资,2015,AAA,0.0848,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",47889478.0,35839658.0,6092476,12049820,B,8023592,1016123,402946,2,5029238,3148526,100%,0,0,0,否,7694732,2538582,未命中,未命中,未命中,正常,480481,142454,224350,否,否,交通运输,广州分行
True,是,测试企业_57_风险有限公司,外资,2017,CC,0.7371,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",36071979.0,46759081.0,-5404923,-10687102,C,496,-465319,4292,5,37298305,2651974,69%,2,3,849594,是,16972706,16430323,命中,命中,未命中,高风险,271690,254509,266615,否,是,餐饮业,广州分行
True,是,测试企业_58_风险有限公司,外资,2016,C,0.5806,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",13428296.0,16388605.0,-1543850,-2960309,C,37351,-345747,1400,9,24238287,753561,63%,1,5,222780,是,13482253,10975858,未命中,未命中,命中,高风险,370211,320047,350015,是,是,批发零售,广州分行
False,否,测试企业_59_优质有限公司,国有,2012,AAA,0.172,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",12245143.0,7488134.0,2386340,4757009,B,3744297,1361135,212716,4,44154092,2110104,100%,0,0,0,否,6677764,1069774,未命中,未命中,未命中,正常,228826,61916,108950,否,否,建筑业,深圳分行
False,否,测试企业_60_优质有限公司,民营,2011,AAA,0.1405,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",13861849.0,11060801.0,1426348,2801048,B,6808208,1131644,373251,4,31512637,3679206,100%,0,0,0,否,17557479,6468972,未命中,未命中,未命中,正常,125770,39654,35595,否,否,交通运输,广州分行
False,否,测试企业_61_优质有限公司,民营,2015,AAA,0.029,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",29289574.0,20682995.0,4392088,8606579,A,7710113,370824,364351,2,46670134,3871400,100%,0,0,0,否,15736762,6088692,未命中,未命中,未命中,正常,227914,47467,91813,否,否,批发零售,广州分行
False,否,测试企业_62_优质有限公司,国有,2020,AAA,0.1779,否,贷后检查：企业订单量稳定，现金流充裕。,16207223.0,10303432.0,2901585,5903791,A,9705011,705854,465503,1,26936814,4372555,100%,0,0,0,否,13571251,5209963,未命中,未命中,未命中,正常,449402,157285,219106,否,否,计算机服务业,上海分行
False,否,测试企业_63_优质有限公司,合资,2021,AAA,0.154,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",25849021.0,16192143.0,4761151,9656878,B,6540317,632363,171518,2,49082606,1660890,100%,0,0,0,否,6918166,1557519,未命中,未命中,未命中,正常,245393,29858,75861,否,否,批发零售,成都分行
True,是,测试企业_64_风险有限公司,民营,2022,C,0.5642,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。",16295702.0,22770775.0,-3320453,-6475073,D,26269,-252229,249,10,20506886,4694085,56%,5,5,397958,是,11987637,10657300,命中,命中,命中,高风险,498224,472660,491062,是,否,制造业,广州分行
False,否,测试企业_65_优质有限公司,合资,2020,AA,0.0992,否,贷后检查：企业近期经营正常，无异常风险信号。,22159609.0,15795079.0,3226252,6364530,B,4525109,400107,288963,3,5909765,4018863,100%,0,0,0,否,1303975,491887,未命中,未命中,未命中,正常,108289,26178,38012,否,否,批发零售,深圳分行
True,是,测试企业_66_风险有限公司,民营,2012,C,0.6177,是,贷后检查：企业库存积压，销售回款放缓。,26201333.0,25454191.0,332333,747142,C,30085,-345623,502,9,27115013,892441,68%,3,6,845678,是,1698219,1519860,命中,命中,未命中,高风险,164154,153169,157258,是,是,建筑业,深圳分行
False,否,测试企业_67_优质有限公司,合资,2017,AA,0.1849,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",28445489.0,19385830.0,4467084,9059659,B,6055224,1434187,366228,1,33734006,4023315,100%,0,0,0,否,19333366,4731168,未命中,未命中,未命中,正常,82576,21681,30166,否,否,制造业,成都分行
False,否,测试企业_68_优质有限公司,国有,2017,A,0.0716,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",39871937.0,34203447.0,2791547,5668490,B,4817435,972315,405293,2,22712242,3234319,100%,0,0,0,否,10349193,2524843,未命中,未命中,未命中,正常,58690,16412,10299,否,否,餐饮业,上海分行
False,否,测试企业_69_优质有限公司,外资,2016,AAA,0.0199,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",9209521.0,5945075.0,1621003,3264446,A,9823092,321841,448784,3,33164374,1020103,100%,0,0,0,否,11981354,1772857,未命中,未命中,未命中,正常,463156,210821,66974,否,否,建筑业,深圳分行
False,否,测试企业_70_优质有限公司,民营,2010,AA,0.0436,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",7686662.0,5326639.0,1239071,2360023,A,3036577,1065640,456656,3,36330544,4822620,100%,0,0,0,否,5632240,2125320,未命中,未命中,未命中,正常,76686,12291,31875,否,否,制造业,深圳分行
False,否,测试企业_71_优质有限公司,国有,2021,A,0.1592,否,贷后检查：企业近期经营正常，无异常风险信号。,32839232.0,23703446.0,4667876,9135786,A,8073705,243888,235030,3,6795536,2956023,100%,0,0,0,否,1546774,246917,未命中,未命中,未命中,正常,410125,87979,81130,否,否,交通运输,广州分行
False,否,测试企业_72_优质有限公司,合资,2022,AA,0.0818,否,贷后检查：企业近期经营正常，无异常风险信号。,15930618.0,10858969.0,2609641,5071649,A,3467815,1065542,175722,2,45386742,2947885,100%,0,0,0,否,9142940,3632054,未命中,未命中,未命中,正常,468223,111424,180628,否,否,计算机服务业,深圳分行
True,是,测试企业_73_风险有限公司,国有,2014,CC,0.8858,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业存在延迟付息情况，需关注。",3822406.0,5255649.0,-666452,-1433243,D,38686,-292075,2825,7,24386133,3784416,52%,2,10,703537,是,11735632,9701009,命中,命中,命中,高风险,297607,275979,268159,是,否,建筑业,广州分行
False,否,测试企业_74_优质有限公司,国有,2010,A,0.1649,否,贷后检查：企业订单量稳定，现金流充裕。,31762659.0,24252251.0,3776269,7510408,B,6051314,694736,400908,4,19999465,4458462,100%,0,0,0,否,2466740,251374,未命中,未命中,未命中,正常,259080,43854,102654,否,否,交通运输,广州分行
False,否,测试企业_75_优质有限公司,外资,2020,AA,0.1843,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",10224876.0,6143149.0,2091676,4081727,A,4092820,1419439,141678,3,8243968,1478482,100%,0,0,0,否,5586493,1604053,未命中,未命中,未命中,正常,154187,48884,31738,否,否,建筑业,广州分行
