is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_36_优质有限公司,外资,2020,AAA,0.0836,否,贷后检查：企业近期经营正常，无异常风险信号。,38136437.0,31024450.0,3523225,7111987,B,8192366,1488851,99791,2,30063334,774543,100%,0,0,0,否,2224142,542811,未命中,未命中,未命中,正常,480386,136824,92107,否,否,建筑业,上海分行
False,否,测试企业_37_优质有限公司,外资,2018,A,0.1786,否,贷后检查：企业近期经营正常，无异常风险信号。,13250188.0,10538634.0,1386924,2711554,A,5171207,1315269,275515,3,18444407,588947,100%,0,0,0,否,7657669,1312185,未命中,未命中,未命中,正常,259376,117366,38064,否,否,交通运输,成都分行
False,否,测试企业_38_优质有限公司,外资,2014,AAA,0.1476,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",21455718.0,17567390.0,1868510,3888328,B,3654684,383982,260705,3,14583013,3512707,100%,0,0,0,否,10286823,3592136,未命中,未命中,未命中,正常,280325,136564,118897,否,否,餐饮业,上海分行
True,是,测试企业_39_风险有限公司,国有,2018,B,0.5125,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",25292151.0,35728285.0,-5285765,-10436134,C,22313,-275512,1133,7,29436682,3060779,59%,4,7,115300,是,7914520,6434981,命中,命中,命中,高风险,50640,44044,44481,是,是,计算机服务业,上海分行
False,否,测试企业_40_优质有限公司,国有,2015,AAA,0.1818,否,贷后检查：企业近期经营正常，无异常风险信号。,42357418.0,32458651.0,5000958,9898767,A,9850497,857213,197412,4,26297512,583159,100%,0,0,0,否,9342205,1075149,未命中,未命中,未命中,正常,104917,35782,38813,否,否,交通运输,深圳分行
False,否,测试企业_41_优质有限公司,外资,2011,A,0.0366,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",14430500.0,12541470.0,1022532,1889030,A,6933625,850781,399437,4,26575676,4672971,100%,0,0,0,否,14495110,1998737,未命中,未命中,未命中,正常,470995,98583,80625,否,否,批发零售,广州分行
False,否,测试企业_42_优质有限公司,合资,2011,AAA,0.1485,否,贷后检查：企业订单量稳定，现金流充裕。,44567765.0,32759298.0,5965996,11808467,B,1612449,1612248,356828,1,12954167,4310280,100%,0,0,0,否,16592488,2497513,未命中,未命中,未命中,正常,253636,47506,80411,否,否,餐饮业,广州分行
False,否,测试企业_43_优质有限公司,外资,2017,AAA,0.0836,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",6307743.0,5618987.0,401931,688756,A,9204644,1774105,250496,4,39725922,797206,100%,0,0,0,否,11891212,3970470,未命中,未命中,未命中,正常,185746,49961,56979,否,否,餐饮业,成都分行
False,否,测试企业_44_优质有限公司,合资,2021,AA,0.1169,否,贷后检查：企业订单量稳定，现金流充裕。,32890594.0,21576961.0,5681521,11313633,B,3947644,264688,70941,2,24330092,2551065,100%,0,0,0,否,10792271,3326778,未命中,未命中,未命中,正常,352897,127953,92782,否,否,餐饮业,北京分行
False,否,测试企业_45_优质有限公司,国有,2018,AAA,0.1811,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",5176106.0,3682547.0,748096,1493559,B,6850557,1464768,323720,4,47622399,2452183,100%,0,0,0,否,2683917,1046347,未命中,未命中,未命中,正常,362575,114625,141530,否,否,计算机服务业,北京分行
False,否,测试企业_46_优质有限公司,国有,2010,AAA,0.0701,否,贷后检查：企业近期经营正常，无异常风险信号。,8887082.0,7203162.0,839675,1683920,A,2494106,1615689,143018,2,38301087,807124,100%,0,0,0,否,10351044,1207429,未命中,未命中,未命中,正常,357429,165531,69459,否,否,交通运输,北京分行
True,是,测试企业_47_风险有限公司,外资,2011,C,0.5405,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。",36280948.0,45121822.0,-4427995,-8840874,D,17439,-151556,2121,7,48790809,4212640,77%,4,4,871302,是,7697694,6430895,命中,命中,命中,高风险,265730,227289,252988,否,否,建筑业,北京分行
False,否,测试企业_48_优质有限公司,合资,2010,A,0.0903,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",8015432.0,5325501.0,1289742,2689931,B,2247483,1178856,195222,3,6672320,4168433,100%,0,0,0,否,1570462,173629,未命中,未命中,未命中,正常,303000,61138,90784,否,否,计算机服务业,北京分行
False,否,测试企业_49_优质有限公司,合资,2015,A,0.1324,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",35936922.0,29918562.0,2970491,6018360,B,2708677,202664,184911,3,16463396,1145100,100%,0,0,0,否,18085227,3127826,未命中,未命中,未命中,正常,97661,40403,40958,否,否,计算机服务业,广州分行
False,否,测试企业_50_优质有限公司,国有,2012,AA,0.0275,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",24420896.0,20104035.0,2158102,4316861,B,9526739,378781,464253,1,38796174,1495581,100%,0,0,0,否,6520885,971353,未命中,未命中,未命中,正常,344136,99248,116184,否,否,建筑业,广州分行
False,否,测试企业_51_优质有限公司,外资,2015,AAA,0.1642,否,贷后检查：企业近期经营正常，无异常风险信号。,4840343.0,3176706.0,836179,1663637,A,9250232,682827,364295,2,34424952,3824579,100%,0,0,0,否,4913590,1759908,未命中,未命中,未命中,正常,130863,54505,26374,否,否,建筑业,北京分行
False,否,测试企业_52_优质有限公司,合资,2018,AA,0.1587,否,贷后检查：企业近期经营正常，无异常风险信号。,36660766.0,23675641.0,6475154,12985125,B,3470442,172889,355544,3,47929466,3572900,100%,0,0,0,否,9618820,1371621,未命中,未命中,未命中,正常,72910,29363,25300,否,否,建筑业,成都分行
False,否,测试企业_53_优质有限公司,合资,2016,AAA,0.0903,否,贷后检查：企业订单量稳定，现金流充裕。,11289096.0,6999307.0,2163211,4289789,A,3883903,956518,484591,1,7485316,4748379,100%,0,0,0,否,16256434,2147158,未命中,未命中,未命中,正常,158026,74971,34119,否,否,交通运输,北京分行
True,是,测试企业_54_风险有限公司,外资,2022,C,0.5547,是,贷后检查：企业存在延迟付息情况，需关注。,13845877.0,18929442.0,-2508915,-5083565,C,48195,-449397,3325,10,18970762,3315136,72%,5,9,963823,是,10018152,9261463,命中,命中,命中,高风险,472792,385313,394585,否,否,建筑业,深圳分行
False,否,测试企业_55_优质有限公司,国有,2021,AAA,0.067,否,贷后检查：企业订单量稳定，现金流充裕。,1216420.0,1029433.0,89727,186987,A,4296463,1302061,187206,4,30950866,650456,100%,0,0,0,否,3568588,393152,未命中,未命中,未命中,正常,72700,26021,23317,否,否,计算机服务业,上海分行
False,否,测试企业_56_优质有限公司,外资,2018,AA,0.1401,否,贷后检查：企业订单量稳定，现金流充裕。,22051210.0,16428254.0,2718692,5622956,B,7769640,312285,380216,3,19797392,3099520,100%,0,0,0,否,1648889,350023,未命中,未命中,未命中,正常,415197,55059,199276,否,否,计算机服务业,广州分行
False,否,测试企业_57_优质有限公司,外资,2015,AAA,0.025,否,贷后检查：企业订单量稳定，现金流充裕。,12622420.0,9830554.0,1476257,2791866,B,6333525,843215,259333,1,23341026,1316041,100%,0,0,0,否,4228218,494482,未命中,未命中,未命中,正常,469251,145203,219884,否,否,制造业,广州分行
True,是,测试企业_58_风险有限公司,民营,2014,B,0.8908,是,贷后检查：企业涉及诉讼，已冻结部分账户。,20403464.0,24520413.0,-2063022,-4116949,D,31895,-307449,2258,8,43311435,2317174,56%,4,9,845377,是,9062757,7502500,命中,命中,未命中,高风险,402728,325229,332904,否,是,批发零售,成都分行
False,否,测试企业_59_优质有限公司,民营,2021,AA,0.027,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",27904612.0,19077926.0,4358949,8826686,B,8351224,906872,143103,3,46313344,3812298,100%,0,0,0,否,14865314,2975635,未命中,未命中,未命中,正常,272361,123245,80263,否,否,计算机服务业,深圳分行
False,否,测试企业_60_优质有限公司,民营,2021,AA,0.113,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",18876160.0,13957496.0,2523479,4918664,A,7257771,1032358,461073,2,42537828,4587633,100%,0,0,0,否,3238088,330578,未命中,未命中,未命中,正常,81000,19959,40451,否,否,建筑业,北京分行
False,否,测试企业_61_优质有限公司,外资,2010,AA,0.0474,否,贷后检查：企业近期经营正常，无异常风险信号。,1089995.0,918439.0,83895,171556,B,4105751,131080,205826,1,38129816,3224396,100%,0,0,0,否,5499260,733963,未命中,未命中,未命中,正常,182780,30494,47384,否,否,制造业,深圳分行
False,否,测试企业_62_优质有限公司,国有,2014,AA,0.1702,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",13278967.0,11256789.0,970984,2022178,A,1508943,898577,444982,1,18425764,2446749,100%,0,0,0,否,16378957,4265775,未命中,未命中,未命中,正常,324300,124779,57203,否,否,批发零售,成都分行
False,否,测试企业_63_优质有限公司,国有,2015,AAA,0.1387,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",49989157.0,42407304.0,3826887,7581853,B,6553773,411742,76462,4,34973124,2363437,100%,0,0,0,否,13395135,3896644,未命中,未命中,未命中,正常,63508,6730,6745,否,否,计算机服务业,上海分行
False,否,测试企业_64_优质有限公司,国有,2014,AA,0.1615,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",5339004.0,4792050.0,326198,546954,A,2156226,964633,98995,1,24794328,3628156,100%,0,0,0,否,19259059,4529948,未命中,未命中,未命中,正常,210141,61950,26409,否,否,餐饮业,成都分行
False,否,测试企业_65_优质有限公司,国有,2011,AA,0.0425,否,贷后检查：企业近期经营正常，无异常风险信号。,32337363.0,22876939.0,4786895,9460424,B,3097074,168548,420272,1,15273008,787167,100%,0,0,0,否,3028775,367775,未命中,未命中,未命中,正常,428754,42957,105231,否,否,计算机服务业,深圳分行
False,否,测试企业_66_优质有限公司,国有,2012,A,0.1269,否,贷后检查：企业近期经营正常，无异常风险信号。,43371095.0,30900984.0,6179473,12470111,B,5613972,733076,133625,3,5501622,1419058,100%,0,0,0,否,13130710,5065584,未命中,未命中,未命中,正常,95791,21404,42098,否,否,餐饮业,成都分行
False,否,测试企业_67_优质有限公司,合资,2016,AAA,0.1516,否,贷后检查：企业订单量稳定，现金流充裕。,32141047.0,21160878.0,5392586,10980169,A,7878441,949494,236005,1,15516776,1516577,100%,0,0,0,否,3759155,1287767,未命中,未命中,未命中,正常,257855,118004,123274,否,否,制造业,深圳分行
False,否,测试企业_68_优质有限公司,外资,2020,AAA,0.0453,否,贷后检查：企业订单量稳定，现金流充裕。,41474952.0,32861077.0,4395658,8613875,A,5667213,225501,218225,1,29805587,2011479,100%,0,0,0,否,7709442,2589242,未命中,未命中,未命中,正常,90036,42037,15329,否,否,批发零售,成都分行
True,是,测试企业_69_风险有限公司,外资,2015,C,0.868,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",27772905.0,31318602.0,-1788252,-3545697,C,44316,-117870,1485,9,34749940,1251314,60%,1,4,755321,是,18546128,15732892,命中,命中,未命中,高风险,380006,336784,369228,是,否,制造业,成都分行
False,否,测试企业_70_优质有限公司,国有,2010,AA,0.1853,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",1420582.0,1121953.0,122781,298629,B,3755168,1971791,366169,3,29541306,4132166,100%,0,0,0,否,19574588,3606315,未命中,未命中,未命中,正常,272558,67164,108413,否,否,批发零售,成都分行
True,是,测试企业_71_风险有限公司,外资,2019,B,0.8544,是,贷后检查：企业存在延迟付息情况，需关注。,30291292.0,38424364.0,-4116872,-8133072,D,11495,-279194,116,8,10276448,2492380,77%,4,10,206553,是,16029197,14051797,命中,命中,命中,高风险,246275,233717,243100,否,是,交通运输,成都分行
False,否,测试企业_72_优质有限公司,民营,2012,AAA,0.0249,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",20174930.0,16573676.0,1765623,3601254,A,8034057,632501,409299,1,46712205,4764410,100%,0,0,0,否,13710278,4736484,未命中,未命中,未命中,正常,92469,14000,20207,否,否,餐饮业,深圳分行
True,是,测试企业_73_风险有限公司,国有,2020,C,0.6218,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",28545527.0,27131170.0,774901,1414357,D,4528,-324302,3957,7,30016388,1924601,58%,4,5,390991,是,8417258,8104859,未命中,命中,命中,高风险,294485,251428,269954,否,是,批发零售,深圳分行
False,否,测试企业_74_优质有限公司,合资,2014,AA,0.1583,否,贷后检查：企业近期经营正常，无异常风险信号。,34424897.0,25846601.0,4259068,8578296,B,5248572,624228,266649,4,8678817,4100675,100%,0,0,0,否,18317569,2257738,未命中,未命中,未命中,正常,345468,141905,135600,否,否,批发零售,成都分行
False,否,测试企业_75_优质有限公司,民营,2019,AA,0.1661,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",44389418.0,33963632.0,5161245,10425786,B,8893894,361954,353150,3,7524563,1588165,100%,0,0,0,否,10422274,1063722,未命中,未命中,未命中,正常,160125,46779,59242,否,否,餐饮业,成都分行
False,否,测试企业_76_优质有限公司,外资,2012,AAA,0.1212,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",21001045.0,13902143.0,3492530,7098902,A,5887555,990687,71371,2,31575001,2899968,100%,0,0,0,否,17326863,6657854,未命中,未命中,未命中,正常,383602,175588,99663,否,否,建筑业,广州分行
False,否,测试企业_77_优质有限公司,民营,2015,A,0.0751,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",21108688.0,17858152.0,1565018,3250536,A,9164612,1375534,283112,1,13039292,4802055,100%,0,0,0,否,3592135,536183,未命中,未命中,未命中,正常,330547,123764,127924,否,否,建筑业,深圳分行
