is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_36_优质有限公司,民营,2020,AA,0.1183,否,贷后检查：企业订单量稳定，现金流充裕。,11945189.0,9310318.0,1291761,2634871,B,7830629,1250951,303496,4,44469060,620439,100%,0,0,0,否,11792581,1899849,未命中,未命中,未命中,正常,154446,57055,25235,否,否,批发零售,广州分行
False,否,测试企业_37_优质有限公司,合资,2015,A,0.0977,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",29049523.0,23345796.0,2753115,5703727,A,5997719,669963,56009,2,33830170,4862903,100%,0,0,0,否,14410235,1932814,未命中,未命中,未命中,正常,355688,163553,59765,否,否,批发零售,北京分行
True,是,测试企业_38_风险有限公司,外资,2012,B,0.6106,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业存在延迟付息情况，需关注。",29568005.0,40464809.0,-5448309,-10896804,D,9126,-85130,1728,6,46152467,3077067,52%,2,10,525473,是,18588930,15091467,命中,命中,未命中,高风险,61491,54141,51529,是,否,餐饮业,北京分行
False,否,测试企业_39_优质有限公司,合资,2012,A,0.0994,否,贷后检查：企业订单量稳定，现金流充裕。,30448819.0,20474079.0,5012090,9974740,B,2608797,1658226,340856,4,7883822,1559114,100%,0,0,0,否,6943476,1046668,未命中,未命中,未命中,正常,473906,99947,51426,否,否,建筑业,北京分行
False,否,测试企业_40_优质有限公司,合资,2018,AAA,0.0147,否,贷后检查：企业订单量稳定，现金流充裕。,16737476.0,12892038.0,1997256,3845438,A,3117977,842127,486393,1,5254224,2516997,100%,0,0,0,否,17326000,6596512,未命中,未命中,未命中,正常,388535,172983,135308,否,否,批发零售,上海分行
False,否,测试企业_41_优质有限公司,国有,2013,A,0.0771,否,贷后检查：企业订单量稳定，现金流充裕。,22234820.0,17157178.0,2581142,5077642,A,4383650,129426,227746,1,23245597,4511502,100%,0,0,0,否,4862976,703562,未命中,未命中,未命中,正常,340730,44961,128643,否,否,交通运输,深圳分行
False,否,测试企业_42_优质有限公司,民营,2019,AAA,0.1698,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",17591778.0,13337953.0,2120925,4253825,B,4845147,1050649,163208,4,45853907,1488798,100%,0,0,0,否,13527392,5338367,未命中,未命中,未命中,正常,117330,42818,56696,否,否,建筑业,北京分行
False,否,测试企业_43_优质有限公司,国有,2021,A,0.0581,否,贷后检查：企业近期经营正常，无异常风险信号。,18473756.0,11902582.0,3191894,6571174,A,6843802,926189,394608,1,40783635,4626768,100%,0,0,0,否,13886567,3556502,未命中,未命中,未命中,正常,190330,86082,25120,否,否,计算机服务业,深圳分行
False,否,测试企业_44_优质有限公司,合资,2015,A,0.0383,否,贷后检查：企业近期经营正常，无异常风险信号。,21864972.0,17025438.0,2359816,4839534,B,8313399,1785895,101283,2,46561639,3107712,100%,0,0,0,否,17681303,3833256,未命中,未命中,未命中,正常,238219,39073,92537,否,否,餐饮业,上海分行
False,否,测试企业_45_优质有限公司,合资,2012,A,0.175,否,贷后检查：企业订单量稳定，现金流充裕。,37217353.0,32134043.0,2599738,5083310,B,5251922,1127027,171059,3,38224003,4804252,100%,0,0,0,否,15775604,4081550,未命中,未命中,未命中,正常,220633,58976,39418,否,否,批发零售,上海分行
False,否,测试企业_46_优质有限公司,合资,2013,A,0.0332,否,贷后检查：企业近期经营正常，无异常风险信号。,15595983.0,10255780.0,2620108,5340203,A,8167506,223354,314057,4,47946413,2084775,100%,0,0,0,否,2478745,307951,未命中,未命中,未命中,正常,499388,186732,71248,否,否,建筑业,上海分行
False,否,测试企业_47_优质有限公司,民营,2016,A,0.1359,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",39282541.0,23878591.0,7776259,15403950,A,2383131,1068940,140399,4,5938630,1819739,100%,0,0,0,否,13896674,3327797,未命中,未命中,未命中,正常,60270,26518,12664,否,否,制造业,广州分行
False,否,测试企业_48_优质有限公司,民营,2017,AA,0.0148,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",10230894.0,9207436.0,584146,1023458,A,7000948,1548857,460434,1,22543360,4602088,100%,0,0,0,否,12295931,2381500,未命中,未命中,未命中,正常,351019,37644,87214,否,否,交通运输,北京分行
False,否,测试企业_49_优质有限公司,外资,2019,AAA,0.0144,否,贷后检查：企业近期经营正常，无异常风险信号。,36219124.0,28068833.0,4023303,8150291,A,7246949,1009332,67876,3,24286559,2986225,100%,0,0,0,否,16833207,1836383,未命中,未命中,未命中,正常,331534,131242,146850,否,否,交通运输,深圳分行
False,否,测试企业_50_优质有限公司,国有,2020,AAA,0.0157,否,贷后检查：企业近期经营正常，无异常风险信号。,35901376.0,27725577.0,4149444,8175799,A,3563444,324397,345355,2,33398416,2500637,100%,0,0,0,否,15208636,2212809,未命中,未命中,未命中,正常,208389,32193,73576,否,否,制造业,广州分行
False,否,测试企业_51_优质有限公司,合资,2022,AA,0.1523,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",25652299.0,21249771.0,2289788,4402528,A,7182776,283252,493947,3,45600616,1555836,100%,0,0,0,否,4469877,760261,未命中,未命中,未命中,正常,404956,82132,68717,否,否,批发零售,北京分行
False,否,测试企业_52_优质有限公司,合资,2011,A,0.1031,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",17844215.0,13586270.0,2032345,4257945,B,8985509,1256183,202261,3,42763885,2748319,100%,0,0,0,否,19228799,2148572,未命中,未命中,未命中,正常,125258,44591,18397,否,否,建筑业,北京分行
False,否,测试企业_53_优质有限公司,民营,2010,A,0.0337,否,贷后检查：企业近期经营正常，无异常风险信号。,14980928.0,11613044.0,1702283,3367884,B,8866227,621144,410289,2,10914160,1935871,100%,0,0,0,否,5694018,1351230,未命中,未命中,未命中,正常,391835,169695,134227,否,否,计算机服务业,上海分行
True,是,测试企业_54_风险有限公司,外资,2014,C,0.8312,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",48519078.0,59739320.0,-5698127,-11220242,D,2060,-84711,4163,9,40765875,4010133,67%,5,4,762830,是,17443205,15575491,命中,命中,命中,高风险,206166,169495,187165,是,是,餐饮业,上海分行
False,否,测试企业_55_优质有限公司,合资,2015,AAA,0.1428,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",13631223.0,8590560.0,2614295,5040663,B,3695871,1734525,66150,3,42099766,2716864,100%,0,0,0,否,3088702,357865,未命中,未命中,未命中,正常,246762,76421,62438,否,否,批发零售,广州分行
False,否,测试企业_56_优质有限公司,民营,2016,AA,0.1601,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",18261029.0,12852851.0,2685280,5408178,A,5267475,1158195,382420,2,48822854,3399525,100%,0,0,0,否,1961776,769234,未命中,未命中,未命中,正常,498222,122707,151552,否,否,交通运输,上海分行
False,否,测试企业_57_优质有限公司,外资,2022,AAA,0.1986,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",36154278.0,25813167.0,5104514,10341111,A,6760282,1279547,437950,1,19010594,4903350,100%,0,0,0,否,8153114,907704,未命中,未命中,未命中,正常,128686,36267,27351,否,否,餐饮业,广州分行
False,否,测试企业_58_优质有限公司,民营,2020,A,0.1767,否,贷后检查：企业近期经营正常，无异常风险信号。,15470268.0,10414214.0,2550351,5056054,B,4580626,1632028,97157,1,14756280,764011,100%,0,0,0,否,7120069,2065896,未命中,未命中,未命中,正常,129112,30465,13901,否,否,批发零售,北京分行
False,否,测试企业_59_优质有限公司,外资,2013,A,0.0621,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",42801500.0,37858043.0,2440479,4943457,A,5687286,124858,208826,1,15569395,4713510,100%,0,0,0,否,7943405,2491428,未命中,未命中,未命中,正常,198297,80291,31557,否,否,批发零售,广州分行
False,否,测试企业_60_优质有限公司,合资,2015,A,0.0978,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",29531173.0,23991431.0,2685888,5539742,B,6329464,899841,332483,2,17662771,4152088,100%,0,0,0,否,9924363,3833330,未命中,未命中,未命中,正常,309362,93410,90899,否,否,交通运输,深圳分行
False,否,测试企业_61_优质有限公司,合资,2010,AA,0.0102,否,贷后检查：企业近期经营正常，无异常风险信号。,10740620.0,7708891.0,1426029,3031729,B,2335957,1828931,178175,2,29598187,864343,100%,0,0,0,否,6743986,1732755,未命中,未命中,未命中,正常,188282,54666,36916,否,否,制造业,上海分行
False,否,测试企业_62_优质有限公司,民营,2018,AAA,0.1275,否,贷后检查：企业近期经营正常，无异常风险信号。,17358895.0,11963761.0,2678561,5395134,A,2929726,884105,113045,2,31075731,522111,100%,0,0,0,否,17310356,5129499,未命中,未命中,未命中,正常,402219,44193,118804,否,否,计算机服务业,成都分行
False,否,测试企业_63_优质有限公司,民营,2014,AA,0.015,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",3891358.0,3412302.0,177910,479056,B,7922147,330996,269134,4,5261103,2777951,100%,0,0,0,否,12870219,2585346,未命中,未命中,未命中,正常,410854,178949,176600,否,否,交通运输,成都分行
True,是,测试企业_64_风险有限公司,合资,2021,CC,0.8417,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",32080353.0,45809154.0,-6825057,-13728801,C,41822,-59258,3618,6,24592989,3657861,64%,5,10,908449,是,3407816,3254814,未命中,未命中,命中,高风险,485820,422344,462197,否,是,批发零售,上海分行
False,否,测试企业_65_优质有限公司,民营,2013,A,0.0325,否,贷后检查：企业订单量稳定，现金流充裕。,1701586.0,1086689.0,306268,614897,A,7752051,202720,249895,2,38421002,3891684,100%,0,0,0,否,4805360,538414,未命中,未命中,未命中,正常,393799,158770,164471,否,否,计算机服务业,北京分行
False,否,测试企业_66_优质有限公司,民营,2019,AA,0.0468,否,贷后检查：企业订单量稳定，现金流充裕。,18930072.0,12261967.0,3320141,6668105,B,8075746,1831027,125942,4,46062090,2565130,100%,0,0,0,否,9374316,1878472,未命中,未命中,未命中,正常,148226,60132,46017,否,否,制造业,广州分行
False,否,测试企业_67_优质有限公司,国有,2019,AA,0.1819,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",29183828.0,22571710.0,3313671,6612118,A,1790794,482341,436452,2,15071607,3566375,100%,0,0,0,否,2885777,916281,未命中,未命中,未命中,正常,82327,26655,24957,否,否,批发零售,北京分行
False,否,测试企业_68_优质有限公司,合资,2020,AAA,0.0138,否,贷后检查：企业订单量稳定，现金流充裕。,33308192.0,22605614.0,5288842,10702578,A,4292836,885801,184020,1,33437326,1534827,100%,0,0,0,否,13982590,2643100,未命中,未命中,未命中,正常,98953,42268,29140,否,否,制造业,上海分行
False,否,测试企业_69_优质有限公司,合资,2022,A,0.1512,否,贷后检查：企业近期经营正常，无异常风险信号。,49801747.0,37126254.0,6246305,12675493,B,1242087,1663552,184650,2,15984461,1810281,100%,0,0,0,否,11415863,2598255,未命中,未命中,未命中,正常,348414,98753,172067,否,否,建筑业,上海分行
False,否,测试企业_70_优质有限公司,民营,2022,AAA,0.0988,否,贷后检查：企业订单量稳定，现金流充裕。,25888235.0,16215785.0,4819332,9672450,B,2552672,1162099,470809,1,8446988,938192,100%,0,0,0,否,17490866,4306754,未命中,未命中,未命中,正常,190660,80447,34941,否,否,餐饮业,成都分行
False,否,测试企业_71_优质有限公司,民营,2012,AA,0.1386,否,贷后检查：企业订单量稳定，现金流充裕。,44727851.0,32815306.0,5908153,11912545,B,1610268,1172874,175077,1,10943283,4416932,100%,0,0,0,否,12907968,2263480,未命中,未命中,未命中,正常,58785,21586,12271,否,否,批发零售,上海分行
False,否,测试企业_72_优质有限公司,外资,2012,AA,0.0217,否,贷后检查：企业近期经营正常，无异常风险信号。,12181582.0,10360958.0,993962,1820624,A,3217619,1665282,133543,3,24437391,1009958,100%,0,0,0,否,2588688,773379,未命中,未命中,未命中,正常,492134,58187,108573,否,否,建筑业,北京分行
False,否,测试企业_73_优质有限公司,国有,2020,AA,0.1691,否,贷后检查：企业订单量稳定，现金流充裕。,48555361.0,34358052.0,6999497,14197309,A,5001363,1235896,89837,2,14384042,968875,100%,0,0,0,否,11267603,4091315,未命中,未命中,未命中,正常,449974,165043,186232,否,否,交通运输,广州分行
False,否,测试企业_74_优质有限公司,合资,2015,AA,0.1901,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",41415710.0,32285599.0,4528383,9130111,B,8153491,1898166,281446,4,48350115,976147,100%,0,0,0,否,11825259,1824585,未命中,未命中,未命中,正常,323801,107091,41744,否,否,交通运输,北京分行
False,否,测试企业_75_优质有限公司,合资,2017,AAA,0.0392,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",40010463.0,33856933.0,3086893,6153530,B,1171625,952347,172727,2,34480980,3344856,100%,0,0,0,否,16577540,3163797,未命中,未命中,未命中,正常,477660,87255,217782,否,否,计算机服务业,北京分行
False,否,测试企业_76_优质有限公司,国有,2014,AAA,0.1666,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",23097358.0,17240552.0,2959983,5856806,B,6215124,602225,449275,1,48749116,1180041,100%,0,0,0,否,7512338,1347347,未命中,未命中,未命中,正常,219690,91896,101682,否,否,交通运输,广州分行
